miRNA,KMG0025_R1,KMG0033_R1,KMG0034_R1,KMG0035_R1,KMG0037_2_R1,KMG0037_R1,KMG0038_R1,KMG0039_R1,KMG0040_R1,KMG0042_R1,KMG0051_R1,KMG0055_R1,KMG0056_R1,KMG0057_R1,KMG0059_R1,KMG0062_R1,KMG0063_R1,KMG0064_2_R1,KMG0064_R1,KMG0066_2_R1,KMG0066_R1,KMG0067_2_R1,KMG0067_R1,KMG0068_2_R1,KMG0068_R1,KMG0069_2_R1,KMG0069_R1,KMG0071_R1,KMG0072_R1,KMG0073_R1,KMG0074_R1,KMG0075_2_R1,KMG0075_R1,KMG0076_R1,KMG0077_2_R1,KMG0077_R1,KMG0078_R1,KMG0079_R1,KMG0080_R1,KMG0081_R1,KMG0083_R1,KMG0084_2_R1,KMG0084_R1,KMG0085_R1,KMG0086_R1,KMG0088_R1,KMG0091_R1,KMG0093_R1,KMG0094_R1,KMG0095_R1,KMG0096_R1,KMG0097_R1,KMG0098_R1,KMG0099_R1,KMG0100_R1,KMG0101_2_R1,KMG0101_R1,KMG0102_R1,KMG0103_R1,KMG0104_R1,KMG0105_R1,KMG0106_R1,KMG0107_R1,KMG0108_R1,KMG0109_2_R1,KMG0109_R1,KMG0110_R1,KMG0111_R1,KMG0112_R1,KMG0113_R1,KMG0114_R1,KMG0115_2_R1,KMG0115_R1,KMG0116_R1,KMG0117_R1,KMG0118_R1,KMG0119_R1,KMG0120_R1,KMG0121_R1,KMG0122_R1,KMG0123_R1,KMG0124_R1,KMG0125_R1,KMG0126_R1,KMG0127_R1,KMG0128_R1,KMG0129_R1,KMG0130_R1,KMG0131_R1,KMG0132_R1,KMG0133_R1,KMG0134_R1,KMG0135_R1,KMG0136_R1,KMG0137_R1,KMG0138_R1,KMG0139_R1,KMG0140_R1,KMG0141_R1,KMG0142_R1,KMG0143_R1,KMG0144_R1,KMG0145_R1,KMG0146_R1,KMG0147_R1,KMG0148_R1,KMG0149_R1,KMG0150_R1,KMG0151_R1,KMG0152_R1,KMG0153_R1,KMG0154_R1,KMG0155_R1,KMG0156_R1,KMG0157_R1,KMG0158_R1,KMG0159_R1,KMG0160_R1,KMG0161_R1,KMG0162_R1,KMG0163_R1,KMG0164_R1,KMG0165_R1,KMG0166_R1,KMG0167_R1,KMG0168_R1,KMG0169_R1,KMG0170_R1,KMG0171_R1,KMG0172_R1,KMG0173_R1,KMG0174_R1,KMG0175_R1,KMG0176_R1,KMG0177_R1,KMG0178_R1,KMG0179_R1,KMG0180_R1,KMG0181_R1,KMG0182_R1,KMG0183_R1,KMG0184_R1,KMG0185_R1,KMG0186_2_R1,KMG0186_R1,KMG0187_2_R1,KMG0187_R1,KMG0188_R1,KMG0189_R1,KMG0190_R1,KMG0191_R1,KMG0192_2_R1,KMG0192_R1,KMG0193_R1,KMG0194_R1,KMG0195_R1,KMG0196_R1,KMG0197_R1,KMG0198_R1,KMG0199_R1,KMG0200_R1,KMG0201_R1,KMG0202_R1,KMG0203_R1,KMG0204_R1,KMG0205_R1,KMG0206_R1,KMG0209_R1,KMG0210_R1,KMG0211_R1,KMG0212_R1,KMG0213_R1,KMG0214_R1,KMG0215_R1,KMG0216_R1,KMG0217_R1,KMG0219_R1,KMG0220_R1,KMG0221_R1,KMG0222_R1,KMG0223_R1,KMG0224_R1,KMG0225_R1,KMG0226_R1,KMG0229_R1,KMG0230_R1,KMG0231_R1,KMG0232_R1,KMG0234_R1,KMG0236_R1,KMG0237_R1,KMG0238_R1,KMG0239_R1,KMG0240_R1,KMG0244_R1,KMG0245_R1,KMG0246_R1,KMG0247_R1,KMG0250_R1,KMG0252_R1,KMG0254_R1,KMG0255_R1,KMG0257_R1,KMG0260_R1,KMG0261_R1,KMG0262_R1,KMG0264_R1,KMG0265_R1,KMG0266_R1,KMG0267_R1,KMG0268_R1,KMG0269_R1,KMG0271_R1,KMG0273_R1,KMG0274_R1,KMG0275_R1,KMG0276_R1,KMG0277_R1,KMG0278_R1,KMG0280_R1,KMG0281_R1,KMG0282_R1,KMG0283_R1,KMG0285_R1,KMG0286_R1,KMG0288_R1,KMG0289_R1,KMG0290_R1,KMG0292_R1,KMG0293_R1,KMG0294_R1,KMG0295_R1,KMG0297_R1,KMG0298_R1,KMG0299_R1,KMG0300_R1,KMG0301_R1,KMG0303_R1,KMG0304_R1,KMG0306_R1,KMG0307_R1,KMG0310_R1,KMG0311_R1,KMG0312_R1,KMG0315_R1,KMG0316_R1,KMG0317_R1
hsa-miR-212,89.55,32.35,13.16,16.34,327.06,2.19,4.33,2.16,3.42,17.76,10.4,16.01,39.49,59.47,15.62,12.23,7.74,51.34,0,6.16,0,49.54,0,22.61,0,67.02,0,3.43,37.16,10.28,43.15,0,62.17,20,63.96,0,14.77,9.21,48.5,78.95,5.04,36.38,0,107.63,28.92,4.43,141.27,75.62,66.9,98.67,10.95,39.3,29.57,22.24,111.37,0,0,113.34,10.17,14.14,12.07,5.73,11.51,39.66,177.86,179.75,22.28,18.73,11.52,47.72,17.5,16.27,20.03,15.61,259.17,12.24,78.62,4.01,9.4,27.82,29.7,27.27,6.33,17.04,6.96,17.47,8.39,25.19,50.78,137.37,82.75,27.54,81.59,8.61,147.77,74.22,23.87,52.65,28.23,247.49,32.99,39.44,30.74,21.43,55.91,29.44,79.39,120.47,32.53,27.99,28.63,42.62,45.35,28.24,26.63,35.16,7.96,6.22,5.96,32.87,45.74,12.25,12.18,6.52,9.22,27.78,61.26,178.49,69.48,51.43,45.1,59.88,33.36,181.46,157.15,294.05,91.93,56.26,57.56,79.86,70.87,61.35,118.26,192.13,698.81,160.56,0,111.83,62.12,424.47,29.4,373.95,343.8,65.15,124.84,50.48,607.74,60.69,423.25,71.3,14.67,8.68,95.19,16.34,8.25,26.59,8.57,152.8,100.73,107.12,29.77,160.8,146.72,53.18,79.49,72,66.16,157.15,145.61,190.29,74.95,81.64,72.04,24.59,12.87,24.79,13.48,118.16,43.76,48.48,21.59,53.53,63.82,41,52.34,19.62,33.47,24.95,48.1,78.01,95.88,65.53,45.17,26.95,0,38,116.43,75.61,26.72,45.12,118.82,133.39,63.07,0,28.63,13.32,177.46,9.99,24.76,95.66,0,81.13,363.08,50.67,135.42,8.48,60.19,221.13,149.11,22.79,67.49,53.73,20.89,8.97,22.96,32.33,0,9.2,188.32,17.72,64.45,115.04,143.54,65.6,25.06,12.84,120.83
hsa-miR-218.1,14.93,1.7,4.94,7.15,0,1.65,0,0.72,0,5.92,1.04,10.67,9.87,2.38,2.23,1.63,0.7,15.4,0,2.41,0,0,0,11.61,0,23.94,0,2.67,0,5.14,0.71,0,62.17,5.33,21.32,0,5.44,2.13,11.25,0,5.04,12.13,0,14.04,21.69,0.98,6.73,12.6,6.69,0,1.22,1.51,6.34,2.38,0,0,0,0,3.23,0,1.15,1.91,3.7,4.41,29.64,0,1.11,8.32,1.44,19.88,0,3.25,2.18,6.43,32.4,2.82,0,6.69,0,12.84,5.4,0,2.53,8.52,6.96,13.1,1.4,9.45,29.02,14.46,0,4.59,20.4,2.3,73.88,47.23,13.64,19.74,11.02,0,14.14,28.68,7.68,11.22,13.98,6.79,15.88,40.16,22.12,5.6,10.74,15.98,0,9.41,6.14,8.79,3.18,3.11,2.68,5.48,21.88,7.14,4.35,3.01,2.21,2.98,17.23,47.6,7.72,29.39,29.18,19.96,8.34,0,8.27,24.5,55.16,0,38.37,26.62,6.44,11.01,39.42,44.34,0,21.9,597.01,16.94,28.24,63.67,4.9,0,0,40.09,13.87,0,0,1.29,81.39,7.92,7.22,4.11,3.66,1.31,3.67,8.86,3.9,15.28,25.18,0,7.44,0,0,29.54,4.97,0,26.46,0,0,10.57,35.84,10.2,0,4.1,12.87,7.93,8.99,0,0,16.16,0,0,0,0,21.41,10.9,17.41,12.47,9.62,6.37,47.94,28.09,3.47,53.91,0,25.34,23.29,18.9,0,13.88,29.7,25.01,8.14,0,14.32,1.29,0,2.5,4.5,0,0,40.57,0,0,0,1.82,8.6,0,13.56,11.39,9.64,15.35,4.82,0.9,5.74,0,0,1.31,20.92,0,6.44,0,15.95,11.93,5.01,25.69,30.21
hsa-miR-30b,33.58,124.31,125.87,243.06,327.06,151.38,108.69,198.71,270.18,256.53,189.27,96.05,108.6,42.82,274.51,196.47,222.99,215.63,234.41,126.21,167.84,113.23,0,60.5,0,81.38,0,173.92,53.09,101.09,136.53,0,0,162.66,85.29,491.32,154.69,108.42,56.94,54.02,105.85,12.13,0,32.76,79.52,148.1,80.72,50.42,53.52,29.02,124.1,51.4,183.73,140.6,66.82,229.17,0,72.13,103.04,57.2,49.98,39.13,127.02,63.16,29.64,0,70.19,183.14,129.55,71.59,266.93,9.76,35.8,212.05,64.79,199.56,167.06,148.45,133.94,145.5,56.69,199.97,137.97,115.9,132.23,163.8,262.98,74,21.76,72.3,27.58,50.5,0,172.3,73.88,128.2,119.34,39.49,125.3,24.75,4.71,53.78,32.66,48.98,38.83,108.71,37.05,0,39.04,46.19,50.1,63.94,82.45,47.06,22.53,52.74,135.02,152.41,132.94,169.85,55.02,124.52,277.43,155.95,140.45,229.16,38.28,47.6,97.79,36.73,106.12,59.88,33.36,45.37,82.71,24.5,32.17,56.26,23.98,0,3.22,14.16,59.13,29.56,0,0,0,23.72,28.24,0,14.7,0,0,10.02,27.74,0,0,11.62,0,15.85,65.91,75.34,18.31,22.22,60.5,25.32,52.61,137.52,88.14,128.55,86.82,0,48.91,82.72,69.55,0,13.23,224.5,32.36,31.72,16.29,51.02,273.76,225.4,360.43,58.5,188.79,0,65.64,113.12,133.83,267.65,63.82,57.4,88.03,82.82,70.96,0,19.24,141.69,0,70.21,13.9,53.91,0,38,46.57,94.51,200.42,121.48,29.7,58.36,101.73,0,121.68,133.23,44.36,152.35,186.82,0,0,121.7,136.15,50.67,81.25,115.33,42.99,63.18,13.56,136.72,238.61,80.59,106.06,123.85,45.92,102.39,0,63.71,0,48.74,25.78,0,15.95,71.56,17.54,51.37,0
hsa-miR-3129,37.31,57.9,33.73,57.19,163.53,50.46,67.33,45,82.08,82.88,40.56,90.71,49.37,14.27,62.49,40.76,35.87,15.4,0,28.94,0,42.46,0,36.05,0,14.36,0,25.55,31.85,22.27,14.86,0,62.17,33.33,0,0,19.43,9.21,25.31,29.09,40.32,48.5,0,60.83,21.69,30.51,6.73,21.01,31.22,17.41,29.2,3.02,59.13,80.23,16.71,38.2,0,20.61,31.42,22.5,1.72,7.64,35.76,30.84,118.57,0,21.17,29.14,31.67,39.77,30.63,9.76,9.97,28.46,0,26.36,78.62,21.4,9.4,17.12,53.99,27.27,25.31,39.2,19.14,54.6,22.38,31.49,29.02,50.61,0,55.09,13.6,31.59,0,13.5,17.05,19.74,33.73,24.75,14.14,35.85,15.37,18.37,54.36,35.1,26.46,0,14.31,11.2,14.31,15.98,28.86,0,12.29,8.79,13,32.97,27.42,27.39,106.73,19.39,26.96,29.08,31.33,46.62,19.14,11.9,33.45,29.39,26.53,19.96,16.68,0,16.54,73.51,18.39,45.01,38.37,0,28.99,18.88,9.86,0,0,14.6,0,30.5,39.53,0,19.6,34,34.38,10.02,27.74,0,0,1.29,0,42.25,19.18,20.55,58.58,13.07,22.92,11.39,49.3,0,0,42.85,84.34,0,16.3,35.45,74.52,0,52.93,0,48.54,31.72,39.1,30.61,14.41,36.88,0,17.85,40.45,0,21.88,16.16,25.9,0,31.91,90.2,59.48,14.17,24.1,24.95,12.83,41.39,23.97,9.36,24.32,107.81,0,12.67,139.71,37.81,26.72,38.18,89.11,16.67,16.28,0,17.89,18.48,29.58,24.98,45.02,0,0,81.13,90.77,30.4,0,13.92,8.6,142.16,54.22,56.97,2.41,23.03,19.28,12.56,40.18,32.33,0,9.2,20.92,35.45,77.33,0,31.9,53.67,0,38.53,0
hsa-miR-324,223.88,631.77,273.96,311.48,490.6,886.87,1685.68,1114.5,266.76,376.91,246.46,218.78,612.13,245.01,397.25,789.95,605.65,467.21,703.23,432.77,335.68,948.26,0,287.81,0,397.35,0,691.12,366.31,757.3,468.3,0,124.35,525.32,554.36,818.87,294.61,755.43,260.09,340.75,581.33,485.04,0,327.56,910.87,1393.92,121.09,247.88,996.75,446.9,1342.02,232.79,367.47,329.65,200.47,859.4,0,425.03,395.54,471.76,428.02,314.03,370.79,201.23,474.28,89.87,396.62,260.14,267.73,79.54,520.73,182.2,189.14,516.81,161.98,412.29,245.68,240.73,444.13,216.11,175.48,490.83,791.09,337.46,561.99,301.4,504.97,193.65,137.83,498.86,303.42,312.16,115.58,384.23,369.41,560.05,658.06,394.86,459.19,49.5,32.99,136.24,307.36,355.07,414.67,601.31,79.39,160.62,359.14,421.32,218.3,293.04,478.22,498.82,129.04,316.46,540.6,762.06,267.08,723.21,133.91,619.55,367.87,1368.42,272.79,262.88,139.74,35.7,388.58,115.1,220.2,59.88,150.11,272.19,157.15,73.51,128.7,146.28,57.56,26.62,45.1,89.66,39.42,147.79,0,21.9,0,57.61,50.83,21.22,112.72,34,34.38,45.1,0,0,60.77,15.5,130.23,512.33,634,616.43,230.65,537.29,890.13,488.07,398.48,229.2,113.32,171.39,111.63,0,195.63,147.71,104.32,216.01,79.39,134.7,388.29,105.72,68.43,551.05,475.47,573.75,334.68,244.91,534.89,354.48,65.64,177.77,168.36,214.12,255.28,237.81,180.82,160.2,246.36,112.27,202.03,624.86,151.81,210.64,45.17,188.67,0,76.01,209.57,642.7,788.33,426.92,237.64,125.05,358.08,386.85,407.98,451.28,133.09,729.28,159.81,95.66,0,567.93,226.92,334.43,54.17,577.86,240.76,205.34,122,307.61,520.61,414.49,657.26,635.41,235.33,264.06,0,335.64,167.4,403.23,186.89,207.07,127.59,161.01,275.66,89.9,60.41
hsa-miR-331,52.24,6.81,13.99,8.17,0,3.29,4.33,7.92,0,23.68,4.16,26.68,0,16.65,8.93,7.34,3.52,20.54,0,11.79,0,0,0,31.78,0,33.51,0,2.29,26.54,18.85,11.32,0,0,5.33,21.32,0,10.11,10.63,39.36,29.09,1.68,0,0,0,0,6.89,0,21.01,15.61,11.61,4.87,0,9.5,15.89,5.57,0,0,18.03,7.39,0,12.64,7.64,7.81,10.28,29.64,17.97,4.46,20.81,12.95,27.84,13.13,16.27,8.88,7.34,0,9.41,19.65,14.71,9.4,17.12,27,18.18,11.39,17.04,9.28,4.37,4.2,23.62,14.51,130.14,55.17,9.18,40.79,9.19,0,0,0,46.07,16.52,24.75,47.13,17.93,19.21,12.24,34.17,19.25,15.88,0,16.92,22.4,1.79,10.66,8.25,37.65,12.29,17.58,5.57,13.69,6.86,21.92,13.92,8.17,6.96,6.02,9.22,6.94,36.37,0,12.87,56.33,31.84,0,0,15.12,0,24.5,32.17,22.5,43.17,26.62,3.22,31.46,9.86,14.78,0,14.6,597.01,37.28,101.66,21.22,0,0,0,50.12,55.48,50.48,0,0,48.84,0,14.22,6.39,40.27,7.84,7.33,24.69,6.63,0,25.18,0,9.92,0,16.3,17.73,54.65,0,92.62,0,16.18,52.86,55.39,20.41,0,6.83,12.87,24.79,11.24,0,0,0,25.9,0,0,8.2,35.69,42.5,21.42,12.47,41.69,14.33,15.98,9.36,10.42,107.81,0,50.67,23.29,0,26.72,10.41,0,8.34,12.21,0,14.32,12.89,14.79,5,20.26,0,0,81.13,0,10.13,27.08,4.54,34.39,0,0,0,7.23,19.19,12.86,5.38,11.48,16.17,0,7.23,41.85,17.72,32.22,46.02,15.95,11.93,2.51,12.84,0
hsa-miR-33b,44.78,8.51,22.21,5.11,0,7.68,6.25,0.72,3.42,19.73,3.12,10.67,19.75,7.14,0,3.26,1.41,0,0,13.67,0,0,0,42.16,0,33.51,0,3.43,31.85,15.42,2.12,0,0,10.67,63.96,0,28.76,10.63,63.26,29.09,3.36,36.38,0,23.4,3.61,2.95,26.91,33.61,13.38,2.9,3.65,0,5.28,8.74,0,0,0,5.15,2.31,2.57,8.62,6.68,5.75,4.41,88.93,17.97,5.57,6.24,0,19.88,4.38,6.51,3.9,8.26,32.4,6.59,0,10.7,7.05,29.96,48.59,18.18,8.86,27.27,11.02,6.55,0,44.08,36.27,7.23,0,13.77,0,4.02,0,20.24,6.82,98.72,22.72,0,18.85,46.61,32.66,29.59,68.33,24.91,26.46,40.16,32.53,37.79,19.68,42.62,37.1,28.24,24.58,8.79,14.06,11.82,9.54,0,40.44,20.41,19.13,11.53,13.64,27.78,36.37,47.6,33.45,102.86,66.32,19.96,58.37,0,8.27,0,110.31,101.27,115.12,53.24,83.76,72.36,88.7,14.78,0,0,0,128.78,62.12,21.22,39.21,17,0,15.03,55.48,50.48,0,10.33,81.39,2.64,31.37,18.26,40.27,18.3,10.08,32.29,5.26,15.28,163.69,21.42,22.33,160.8,32.6,106.35,129.16,0,105.86,44.9,32.36,10.57,84.72,61.23,28.82,25.96,25.74,37.68,22.47,0,0,48.48,38.85,0,31.91,24.6,80.89,32.69,44.18,24.95,35.28,50.94,31.96,28.09,41.7,80.86,0,114.01,46.57,37.81,0,55.53,89.11,25.01,4.07,0,53.68,1.29,14.79,0,4.5,0,0,0,0,30.4,54.17,2.72,17.2,0,40.67,11.39,0,15.35,1.61,1.79,22.96,16.17,0,5.25,0,13.29,12.89,0,0,0,0,0,60.41
hsa-miR-361,238.81,885.5,748.65,1650.36,490.6,1650.88,1050.36,1885.94,1573.21,1779.95,2309.68,1400.73,1559.95,378.21,1544.37,896.74,1740.29,477.47,0,845.18,839.21,1118.1,0,464.41,0,852.14,522.47,1133.18,663.61,488.31,946.51,0,124.35,1311.97,682.29,163.77,680.17,933.3,259.38,411.39,1124.01,303.15,0,655.11,1008.47,1388.5,443.98,445.34,775.99,568.78,1312.82,386.98,1202.72,981.81,467.77,725.72,0,1081.91,1128.39,719.85,551.54,188.04,1576.05,688.87,237.14,89.87,1014.95,836.6,1088.2,270.43,1317.13,91.1,204.64,1538.5,259.17,993.08,1228.42,1273.21,672.07,524.23,356.35,1199.81,1204.98,352.8,1296.23,1181.58,1601.65,248.76,420.73,766.37,551.68,904.35,428.33,1399.07,591.06,836.7,1213.83,302.73,952.11,74.25,146.12,315.51,447.59,440.78,484.55,865.16,259.36,200.78,595.96,439.52,311.35,202.46,457.61,188.23,231.45,316.46,711.96,539.35,829.86,788.96,210.81,723.66,1027.09,487.9,736.15,626.95,214.39,202.29,283.07,146.94,355.5,379.26,75.05,393.16,355.67,196.04,151.68,123.78,67.15,53.24,41.88,157.3,68.99,59.12,139.76,58.39,0,44.06,73.42,0,142.12,152.98,309.42,75.17,110.96,100.97,60.77,58.11,325.58,517.61,404.69,522.37,87.87,311.79,591.28,179.15,215.7,702.87,125.92,749.85,506.06,0,603.19,194.98,114.26,288.02,145.55,606.16,388.29,317.15,26.07,285.73,835.68,724.02,1171.38,467.01,791.1,472.65,634.48,840.35,310.82,856.49,957.3,311.61,485.35,639.69,368.21,237.01,166.76,897.1,359.55,224.68,382.22,296.48,0,38,186.28,850.63,1215.89,458.16,207.93,516.89,710.05,386.85,289.88,745.68,325.34,1196.32,279.11,143.49,0,567.93,181.54,486.44,622.93,540.63,309.55,347.49,311.77,672.19,817.06,372.27,903.13,890.29,499.37,956.56,0,155.67,230.17,558.32,393.11,368.12,223.28,775.22,102.75,359.62,317.17
hsa-miR-3622a,93.29,3.41,15.63,6.13,0,2.19,1.44,1.44,0,3.95,0,13.34,0,9.51,8.93,1.63,0.7,20.54,0,5.63,0,0,0,27.5,0,23.94,0,1.53,5.31,17.13,5.66,0,62.17,2.67,21.32,0,17.88,11.34,31.63,12.47,1.68,24.25,0,4.68,0,1.48,20.18,25.21,11.15,5.8,1.22,3.02,4.22,6.35,5.57,0,0,5.15,5.08,0.64,13.21,0.95,5.34,35.25,0,0,1.11,6.24,2.88,23.86,0,16.27,7.79,11.93,32.4,12.24,0,13.37,2.35,23.54,24.3,9.09,10.13,17.04,7.54,2.18,2.8,28.34,36.27,0,27.58,4.59,6.8,5.17,0,13.5,17.05,32.91,18.59,24.75,28.28,39.44,24.97,20.41,37.27,13.59,10.59,0,20.82,18.2,17.89,42.62,53.59,0,20.48,0,4.77,8.09,10.13,16.44,38.45,25.52,9.57,6.02,9.95,15.87,42.11,47.6,25.73,41.63,31.84,0,33.36,45.37,41.36,0,55.16,56.26,52.76,0,109.53,44.04,147.83,14.78,279.52,211.65,0,37.28,62.12,21.22,24.5,17,68.76,235.55,97.09,100.97,0,10.33,0,21.13,30.02,10.5,40.27,6.54,9.17,22.79,4.48,0,62.96,42.85,14.88,0,16.3,64.99,89.42,0,52.93,22.45,0,31.72,45.62,40.82,7.2,21.86,12.87,14.87,15.73,118.16,21.88,0,21.59,0,0,16.4,49.96,27.24,50.88,12.47,22.45,26.27,15.98,4.68,59.07,26.95,0,25.34,23.29,18.9,0,24.3,59.41,50.02,10.17,0,25.05,1.29,14.79,5,0,95.66,0,0,45.38,10.13,27.08,3.63,8.6,0,13.56,0,7.23,34.54,1.61,1.79,45.92,2.69,0,1.31,0,13.29,19.33,0,0,5.96,0,12.84,0
hsa-miR-3651,41.05,0,13.16,5.11,0,2.74,0.96,0.72,0,3.95,1.04,8,0,2.38,2.23,0,1.41,35.94,0,4.29,0,42.46,0,16.5,0,23.94,0,1.14,15.93,13.71,0,0,62.17,8,0,0,9.33,3.54,22.49,16.62,3.36,24.25,0,0,0,0.49,6.73,8.4,8.92,5.8,2.43,1.51,2.11,4.77,0,0,0,0,4.62,1.29,2.3,3.82,1.23,4.41,0,0,0,4.16,10.08,3.98,17.5,3.25,4.71,0,32.4,9.41,0,0,2.35,21.4,24.3,9.09,1.27,15.34,2.32,6.55,1.4,15.74,21.76,0,27.58,0,0,2.87,0,0,3.41,32.91,10.33,49.5,18.85,3.59,9.6,17.35,21.74,10.19,31.76,0,18.22,18.2,8.95,10.66,12.37,9.41,10.24,8.79,2.12,1.24,4.17,10.96,29.17,8.17,5.22,3.01,2.95,4.96,22.97,11.9,33.45,34.29,26.53,0,0,15.12,16.54,24.5,22.98,67.51,28.78,0,22.55,33.03,29.57,0,0,36.49,0,27.11,0,0,0,0,0,30.07,41.61,100.97,60.77,3.87,16.28,0,6.77,5.48,58.58,2.61,4.58,4.43,2.92,0,12.59,0,12.4,0,0,35.45,59.61,72,39.7,22.45,0,0,35.84,20.41,0,10.93,0,20.82,8.99,0,21.88,64.64,34.54,0,31.91,0,21.41,15.26,24.1,0,16.03,6.37,23.97,9.36,17.37,26.95,0,63.34,69.86,0,0,17.35,0,16.67,6.1,0,14.32,3.01,0,2.5,11.25,0,0,0,0,20.27,0,3.94,8.6,0,13.56,0,14.46,3.84,9.64,8.97,11.48,0,0,1.97,20.92,0,25.78,23.01,15.95,0,0,0,0
hsa-miR-374c,67.17,49.38,99.55,125.62,0,123.95,87.53,210.59,92.34,142.08,141.43,64.03,138.22,16.65,136.14,95.38,126.62,71.88,234.41,138.27,0,113.23,0,56.22,0,90.96,0,231.9,79.63,75.39,77.82,0,0,133.33,127.93,163.77,75.4,141.73,38.66,66.49,137.77,0,0,70.19,159.04,166.8,40.36,37.81,189.54,87.06,262.81,49.88,120.38,75.46,155.92,57.29,0,92.73,111.36,87.41,65.5,21.95,112.22,66.1,29.64,35.95,83.56,93.65,99.32,19.88,161.91,9.76,12.6,123.92,64.79,123.31,147.41,61.52,91.65,59.91,43.19,163.61,129.11,121.01,106.71,96.1,144.08,34.64,0,122.91,27.58,78.04,47.59,113.72,0,87.72,109.11,39.49,84.68,0,14.14,28.68,44.18,28.57,60.57,74.74,31.76,40.16,29.93,46.19,25.05,21.31,86.57,84.71,28.68,17.58,138.73,131.26,120.13,65.75,32.48,111.25,145.24,86.25,70.78,114.08,21.06,0,77.2,41.63,63.67,59.88,8.34,15.12,66.17,0,32.17,56.26,0,0,12.89,22.02,0,29.56,0,14.6,0,3.39,0,0,34.31,0,0,70.16,13.87,0,0,9.04,65.12,50.18,85.32,95.43,3.66,54.91,132.01,32.29,47.74,91.68,12.59,42.85,64.5,0,0,29.54,4.97,0,39.7,67.35,0,84.57,3.26,51.02,122.47,165.29,257.45,48.59,159.57,118.16,65.64,64.64,38.85,53.53,127.64,32.8,78.51,40.32,48.2,12.47,9.62,103.48,31.96,37.45,10.42,80.86,0,12.67,0,75.61,307.31,76.36,29.7,50.02,87.48,0,64.42,97.56,88.73,204.8,33.76,47.83,0,40.57,0,60.81,0,73.86,34.39,63.18,27.11,91.14,110.87,49.89,168.73,126.54,57.4,83.53,0,22.99,0,48.74,6.44,0,15.95,77.52,5.01,77.06,90.62
hsa-miR-379,63.43,32.35,44.43,26.55,0,60.33,133.22,106.55,41.04,19.73,35.36,48.02,0,11.89,8.93,8.97,49.24,20.54,0,33.5,0,7.08,0,15.28,0,19.15,0,34.33,47.78,11.99,36.79,0,0,38.67,85.29,163.77,31.87,35.43,14.06,16.62,38.64,24.25,0,23.4,18.07,120.05,26.91,37.81,40.14,5.8,25.55,0,34.85,19.86,22.27,19.1,0,46.37,15.71,49.49,9.19,5.73,35.35,22.03,0,0,1.11,12.49,30.23,15.91,35.01,3.25,3.99,40.39,0,11.3,0,18.72,35.25,23.54,24.3,54.54,22.78,32.38,20.3,21.84,20.98,26.77,7.25,0,0,41.32,6.8,56.86,0,20.24,37.51,26.32,22.03,0,9.43,17.93,28.81,11.22,12.42,57.75,0,0,13.01,16.8,3.58,31.97,12.37,9.41,12.29,26.37,31.57,31.1,34.28,71.23,17.9,17.35,82.62,79.73,35.76,19.84,9.57,11.9,41.17,44.08,23.88,139.73,0,45.37,8.27,24.5,45.96,11.25,9.59,26.62,19.33,37.75,29.57,0,139.76,58.39,0,6.78,50.83,0,39.21,17,0,25.06,41.61,0,0,11.62,0,10.56,29.12,30.14,10.98,16.34,55,6.96,31.57,0,0,21.42,22.33,0,32.6,5.91,19.87,0,26.46,0,0,21.14,22.81,30.61,43.22,35.52,51.49,13.88,31.46,118.16,0,16.16,8.63,0,63.82,32.8,23.79,14.17,6.69,0,6.41,28.66,0,9.36,6.95,26.95,0,12.67,0,18.9,13.36,31.24,0,0,30.52,0,60.84,45.56,29.58,24.98,20.26,95.66,0,121.7,0,20.27,54.17,32.09,17.2,31.59,0,22.79,0,30.7,28.93,27.82,34.44,26.95,0,1.31,20.92,17.72,51.56,23.01,0,23.85,10.02,0,0
